Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
PosHorizColeta: 1 = Margem direita, 2 = Centro, 3 = Margem esquerda, 4 = Composta, 5 = Extra, 6 = Indefinida, 7 = Superfície, 8 = Integrada, 9 = 40%, 10 = 50%
PosVertColeta: 1 = Indefinida, 2 = Superficial, 3 = Integrada, 4 = Fundo, 5 = 20%, 6 = 40%, 7 = 50%, 8 = 60%, 9 = 70%, 10 = 80%
Choveu: 0 = Não, 1 = Sim
Status: 0 = Branco, 1 = Real, 2 = Menor que (<), 3 = Valor aceito (VA), 4 = Não detectado (ND)

Restrições da consulta:
Código da Estação:62510060


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;PosHorizColeta;PosVertColeta;Choveu;Profundidade;TempAr;TempAmostra;pH;Cor;Turbidez;CondutividadeEletrica;DurezaTotal;Dureza;DQO;DBO;OD;SolTotais;SolFixos;SolVolateis;SolSuspensaoTotais;SolSuspensaoFixos;SolSuspensaoVolateis;SolDissolvidosTotais;SolDissolvidosFixos;SolDissolvidosVolateis;SolSedimentaveis;Detergentes;AlcalinidadeCO3;AlcalinidadeHCO3;AlcalinidadeOH;Cloretos;Sulfatos;Sulfetos;Fluoretos;FosfatoTotal;Cianetos;NitrogenioTotal;AmoniaNaoIonizavel;NitrogenioAmoniacal;Nitratos;Nitritos;CompostosOrganoclorados;CompostosOrganofosforados;Aluminio;Arsenio;Cadmio;Chumbo;Cobre;CromoTrivalente;CromoHexavalente;Manganes;Mercurio;Niquel;Zinco;IndiceFenois;ColiformesTotais;ColiformesFecais;CloroResidual;Bario;Berilio;Boro;Cobalto;Estanho;Litio;Prata;Selenio;UranioTotal;Vanadio;Benzeno;BenzoAPireno;n11Dicloroeteno;n12Dicloroetano;Pentaclorofenol;Tetracloroeteno;Tricloroeteno;TetracloretoCarbono;n246Triclorofenol;Aldrin;Clordano;DDT;Dieldrin;Endrin;Endossulfan;EpoxidoHeptacloro;Heptacloro;Lindano;Metoxicloro;DodecacloroNonacloro;BifenilasPolicloradas;Toxafeno;Demeton;Gution;Malation;Paration;Carbaril;Acido24Diclorofenoxiacetico;n245TP;n245T;BHC;Ethion;DySystonDisulfton;Phosdrin;DDEPP;AzinfosEtil;Diazinon;EstreptococosFecais;Salmonelas;Colifagos;BacteriasHeterotroficas;Protozoarios;Fungos;Algas;ContagemBacteriasPlaca;Clorofila;OleosGraxas;AlcalinidadeTotal;CarbonoOrganicoTotal;Hidrocarbonetos;OrtofosfatoTotal;CromoTotal;MetilParation;NitrogenioOrganico;SodioTotal;MagnesioTotal;SilicaDissolvida;PotassioTotal;CalcioTotal;FerroTotal;DescargaLiquida;FosforoTotal;BismutoTotal;Acidez;NitrogenioTotalKJELDAHL;NitrogenioAlbuminoide;Transparencia;EnteroBacteriasPatogenicas;ZooplanctonTotal;Amoniaco;IQA;ColiformesTermotolerantes;Escherichia;Aluminiodissolvido;Borodissolvido;Cianetolivre;Cobredissolvido;CondutividadeEspecifica;Densidadecianobacterias;Durezamagnesio;FerroDissolvido;FitoplanctonQuantitativo;ODsaturacao;ParametroProfundidadeQualAgua001Status;QualAgua002Status;QualAgua003Status;QualAgua004Status;QualAgua005Status;QualAgua006Status;QualAgua007Status;QualAgua008Status;QualAgua009Status;QualAgua010Status;QualAgua011Status;QualAgua012Status;QualAgua013Status;QualAgua014Status;QualAgua015Status;QualAgua016Status;QualAgua017Status;QualAgua018Status;QualAgua019Status;QualAgua020Status;QualAgua021Status;QualAgua022Status;QualAgua023Status;QualAgua024Status;QualAgua025Status;QualAgua026Status;QualAgua027Status;QualAgua028Status;QualAgua029Status;QualAgua030Status;QualAgua031Status;QualAgua032Status;QualAgua033Status;QualAgua034Status;QualAgua035Status;QualAgua036Status;QualAgua037Status;QualAgua038Status;QualAgua039Status;QualAgua040Status;QualAgua041Status;QualAgua042Status;QualAgua043Status;QualAgua044Status;QualAgua045Status;QualAgua046Status;QualAgua047Status;QualAgua048Status;QualAgua049Status;QualAgua050Status;QualAgua051Status;QualAgua052Status;QualAgua053Status;QualAgua054Status;QualAgua055Status;QualAgua056Status;QualAgua057Status;QualAgua058Status;QualAgua059Status;QualAgua060Status;QualAgua061Status;QualAgua062Status;QualAgua063Status;QualAgua064Status;QualAgua065Status;QualAgua066Status;QualAgua067Status;QualAgua068Status;QualAgua069Status;QualAgua070Status;QualAgua071Status;QualAgua072Status;QualAgua073Status;QualAgua074Status;QualAgua075Status;QualAgua076Status;QualAgua077Status;QualAgua078Status;QualAgua079Status;QualAgua080Status;QualAgua081Status;QualAgua082Status;QualAgua083Status;QualAgua084Status;QualAgua085Status;QualAgua086Status;QualAgua087Status;QualAgua088Status;QualAgua089Status;QualAgua090Status;QualAgua091Status;QualAgua092Status;QualAgua093Status;QualAgua094Status;QualAgua095Status;QualAgua096Status;QualAgua097Status;QualAgua098Status;QualAgua099Status;QualAgua100Status;QualAgua101Status;QualAgua102Status;QualAgua103Status;QualAgua104Status;QualAgua105Status;QualAgua106Status;QualAgua107Status;QualAgua108Status;QualAgua109Status;QualAgua110Status;QualAgua111Status;QualAgua112Status;QualAgua113Status;QualAgua114Status;QualAgua115Status;QualAgua116Status;QualAgua117Status;QualAgua118Status;QualAgua119Status;QualAgua120Status;QualAgua121Status;QualAgua122Status;QualAgua123Status;QualAgua124Status;QualAgua125Status;QualAgua126Status;QualAgua127Status;QualAgua128Status;QualAgua129Status;QualAgua130Status;QualAgua131Status;QualAgua132Status;QualAgua133Status;QualAgua134Status;QualAgua135Status;QualAgua136Status;QualAgua137Status;QualAgua138Status;QualAgua139Status;QualAgua140Status;QualAgua141Status;QualAgua142Status;QualAgua143Status;QualAgua144Status;QualAgua145Status;QualAgua146Status;QualAgua147Status;
62510060;1;04/05/2004;01/01/1900 13:30:00;;;;;;26,0;22,0;6,9;;3,1;81,4;;;17,0;2,0;6,9;57,0;;21,4;;;;56,5;;;;;;;;9,04;10,0;;;;;;;0,14;0,2;0,006;;;;;;;;;;;;;;;;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,45;;0,03;;;0,94;;;;;;87,000;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;
62510060;1;23/03/2004;01/01/1900 16:40:00;;;;;;19,0;22,0;8,0;;5,0;89,7;;;17,0;2,0;6,9;169,0;;41,0;;;;160,0;;;;;;;;9,82;10,0;;;;;;;0,27;0,2;0,004;;;;;;;;;;;;;;;;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,35;;0,02;;;1,02;;;;;;83,000;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;2;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;
62510060;1;23/03/2004;01/01/1900 10:00:00;31006,0;;;;;;22,0;8,0;;5,0;;;;;2,0;6,9;169,0;;;;;;;;;;;;;;;;;;0,0;;0,0;;0,27;0,2;0,004;;;;;;;;;;;;;;;;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;0,02;;;1,02;;;;;;83,000;;;;;;;;;;;;;;;1;1;;1;;;;;2;1;1;;;;;;;;;;;;;;;;;;0;;0;;1;2;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;
62510060;1;15/01/2004;01/01/1900 10:00:00;31005,0;;;;;;26,0;8,2;;8,0;;;;;2,0;7,2;270,0;;;;;;;;;;;;;;;;;;0,0;;0,0;;0,04;0,2;0,004;;;;;;;;;;;;;;;;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;0,02;;;0,33;;;;;;84,000;;;;;;;;;;;;;;;1;1;;1;;;;;2;1;1;;;;;;;;;;;;;;;;;;0;;0;;2;2;2;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;
62510060;1;15/01/2004;01/01/1900 16:50:00;;;;;;26,0;26,0;8,2;;8,0;99,7;;;;2,0;7,2;270,0;;66,0;;;;193,0;;;;;;;;12,5;100,0;;;;;;;0,04;0,2;0,004;;;;;0,005;0,1;0,01;;;;0,0001;0,02;;0,003;;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,2;;0,02;;;0,33;;;;;;84,000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;2;;;;;2;2;2;;;;;2;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62510060;1;12/11/2003;01/01/1900 16:30:00;;;;;;34,0;23,0;7,2;;4,6;90,0;;;17,0;2,0;7,4;61,4;;20,8;;;;60,9;;;;;;;;11,8;;;;;;;;0,06;0,28;0,02;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;;0,015;;;0,36;;;;;;91,000;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;;
62510060;1;12/11/2003;01/01/1900 10:00:00;31004,0;;;;;;23,0;7,2;;4,6;;;;;2,0;7,4;61,4;;;;;;;;;;;;;;;;;;0,0;;0,0;;0,06;0,28;0,02;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;0,015;;;0,36;;;;;;91,000;;;;;;;;;;;;;;;1;1;;1;;;;;1;1;1;;;;;;;;;;;;;;;;;;0;;0;;1;2;2;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;
62510060;1;09/09/2003;01/01/1900 10:00:00;31003,0;;;;;;20,0;7,8;;6,9;;;;;2,0;8,2;57,6;;;;;;;;;;;;;;;;;;0,0;;0,0;;0,03;0,2;0,009;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;0,06;;;0,44;;;;;;91,000;;;;;;;;;;;;;;;1;1;;1;;;;;2;1;1;;;;;;;;;;;;;;;;;;0;;0;;1;2;2;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;2;;;;1;;;;;;;;;;;;;;;;
62510060;1;09/09/2003;01/01/1900 15:40:00;;;;;;24,0;20,0;7,8;;6,9;81,5;;;17,0;2,0;8,2;57,6;;18,4;;;;54,9;;;;;;;;4,05;;;;;;;;0,03;0,2;0,009;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,25;;0,06;;;0,44;;;;;;91,000;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62510060;1;22/07/2003;01/01/1900 13:30:00;;;;;;27,0;20,0;6,8;;2,6;80,4;;;17,0;3,0;8,5;1515,0;;1475,0;;;;1513,0;;;;;;;;8,43;;;;;;;;0,18;0,1;0,009;;;;;0,005;0,1;0,01;;;;0,0005;0,02;;0,003;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;;0,015;;;0,41;;;;;;84,000;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;;2;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;;
62510060;1;22/07/2003;01/01/1900 10:00:00;31002,0;;;;;;20,0;6,8;;2,6;;;;;3,0;8,5;1515,0;;;;;;;;;;;;;;;;;;0,0;;0,0;;0,18;0,1;0,009;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;0,015;;;0,41;;;;;;84,000;;;;;;;;;;;;;;;1;1;;1;;;;;2;1;1;;;;;;;;;;;;;;;;;;0;;0;;2;2;2;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;
62510060;1;06/05/2003;01/01/1900 10:00:00;31001,0;;;;;;21,0;6,9;;0,0;;;;;3,0;6,4;57,5;;;;;;;;;;;;;;;;;;0,0;;0,0;;0,09;0,2;0,005;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;0,07;;;0,82;;;;;;87,000;;;;;;;;;;;;;;;1;1;;1;;;;;2;1;1;;;;;;;;;;;;;;;;;;0;;0;;1;2;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;
62510060;1;06/05/2003;01/01/1900 13:00:00;;;;;;22,0;21,0;6,9;;;;;;17,0;3,0;6,4;57,5;;18,5;;;;54,2;;;;;;;;8,38;;;;;;;;0,09;0,2;0,005;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,17;;0,07;;;0,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62510060;1;18/03/2003;01/01/1900 13:00:00;;;;;;27,0;25,0;7,0;;5,0;83,6;;;18,0;2,0;7,0;61,8;;24,2;;;;55,1;;;;;;;;0,52;;;;;;;;0,02;0,2;0,004;;;;;;;;;;;;;;;;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62510060;1;18/03/2003;01/01/1900 10:00:00;31000,0;;;;;;25,0;7,0;;5,0;;;;;2,0;7,0;61,8;;;;;;;;;;;;;;;;;;0,0;;0,0;;0,02;0,2;0,004;;;;;;;;;;;;;;;;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;0,0;;;0,0;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;1;1;1;;;;;;;;;;;;;;;;;;0;;0;;2;2;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;2;;;;1;;;;;;;;;;;;;;;;
62510060;1;16/01/2003;01/01/1900 10:00:00;30999,0;;;;;;25,0;7,0;;14,0;;;;;2,0;6,6;87,5;;;;;;;;;;;;;;;;;;0,0;;0,0;;0,02;0,2;0,009;;;;;;;;;;;;;;;;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;0,03;;;0,26;;;;;;83,000;;;;;;;;;;;;;;;1;1;;1;;;;;2;1;1;;;;;;;;;;;;;;;;;;0;;0;;2;2;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;
62510060;1;16/01/2003;01/01/1900 15:00:00;;;;;;24,0;25,0;7,0;;14,0;84,4;;;17,0;2,0;6,6;87,5;;29,2;;;;73,0;;;;;;;;10,9;;;;;;;;0,02;0,2;0,009;;;;;0,001;0,1;0,01;;;;0,0002;0,01;;0,003;;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,3;;0,03;;;0,26;;;;;;81,000;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;2;2;2;;;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;
62510060;1;19/11/2002;01/01/1900 16:00:00;;;;;;28,0;25,0;6,9;;9,5;88,0;;;17,0;2,0;8,8;59,0;;30,0;;;;51,0;;;;;;;;8,4;;;;;;;;0,02;0,2;0,005;;;;;;;;;;;;;;;;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,03;;0,015;;;0,46;;;;;;86,000;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;
62510060;1;19/11/2002;01/01/1900 10:00:00;30998,0;;;;;;25,0;6,9;;9,5;;;;;2,0;8,8;59,0;;;;;;;;;;;;;;;;;;0,0;;0,0;;0,02;0,2;0,005;;;;;;;;;;;;;;;;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;0,015;;;0,46;;;;;;86,000;;;;;;;;;;;;;;;1;1;;1;;;;;2;1;1;;;;;;;;;;;;;;;;;;0;;0;;2;2;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;2;;;;1;;;;;;;;;;;;;;;;
62510060;1;18/09/2002;01/01/1900 10:00:00;30997,0;;;;;;21,0;7,4;;2,9;;;;;2,0;8,4;57,0;;;;;;;;;;;;;;;;;;0,0;;0,0;;0,02;0,2;0,004;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;0,03;;;0,24;;;;;;93,000;;;;;;;;;;;;;;;1;1;;1;;;;;2;1;1;;;;;;;;;;;;;;;;;;0;;0;;1;2;2;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;
62510060;1;18/09/2002;01/01/1900 10:40:00;;;;;;30,0;21,0;7,4;;2,9;79,0;;;17,0;2,0;8,4;57,0;;18,0;;;;53,0;;;;;;;;7,7;;;;;;;;0,02;0,2;0,004;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,11;;0,03;;;0,24;;;;;;93,000;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62510060;1;23/07/2002;01/01/1900 12:40:00;;;;;;23,0;18,0;6,2;;3,8;75,0;;;17,0;2,0;8,1;56,0;;17,0;;;;51,0;;;;;;;;6,2;;;;;;;;0,02;0,21;0,006;;;;;0,001;0,1;0,01;;;;0,0001;0,01;;0,003;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,07;;0,015;;;0,44;;;;;;89,000;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;2;2;2;;;;;2;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62510060;1;23/07/2002;01/01/1900 10:00:00;30996,0;;;;;;18,0;6,2;;3,8;;;;;2,0;8,1;56,0;;;;;;;;;;;;;;;;;;0,0;;0,0;;0,02;0,21;0,006;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;0,015;;;0,44;;;;;;89,000;;;;;;;;;;;;;;;1;1;;1;;;;;2;1;1;;;;;;;;;;;;;;;;;;0;;0;;1;2;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;
62510060;1;07/05/2002;01/01/1900 10:00:00;30995,0;;;;;;24,0;6,5;;2,85;;;;;2,0;6,5;52,0;;;;;;;;;;;;;;;;;;0,0;;0,0;;0,02;0,2;0,004;;;;;;;;;;;;;;;;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;0,07;;;0,03;;;;;;86,000;;;;;;;;;;;;;;;1;1;;1;;;;;2;1;1;;;;;;;;;;;;;;;;;;0;;0;;2;1;2;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;2;;;;;;;;;;;;;;;;
62510060;1;07/05/2002;01/01/1900 13:10:00;;;;;;25,0;24,0;6,5;;2,85;;;;21,0;2,0;6,5;52,0;;19,0;;;;49,0;;;;;;;;6,4;;;;;;;;0,02;0,2;0,004;;;;;;;;;;;;;;;;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4;;0,07;;;0,03;;;;;;86,000;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;
62510060;1;19/03/2002;01/01/1900 13:45:00;;;;;;34,0;27,0;7,9;;2,75;73,0;;;17,0;2,0;7,0;48,0;;17,0;;;;44,0;;;;;;;;7,0;;;;;;;;0,02;0,2;0,008;;;;;;;;;;;;;;;;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,13;;0,02;;;0,13;;;;;;90,000;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62510060;1;19/03/2002;01/01/1900 10:00:00;30994,0;;;;;;27,0;7,9;;2,75;;;;;2,0;7,0;48,0;;;;;;;;;;;;;;;;;;0,0;;0,0;;0,02;0,2;0,008;;;;;;;;;;;;;;;;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;0,02;;;0,13;;;;;;90,000;;;;;;;;;;;;;;;1;1;;1;;;;;2;1;1;;;;;;;;;;;;;;;;;;0;;0;;2;1;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;2;;;;;;;;;;;;;;;;
62510060;1;30/01/2002;01/01/1900 10:00:00;30993,0;;;;;;26,0;7,1;;4,1;;;;;2,0;7,5;56,0;;;;;;;;;;;;;;;;;;0,0;;0,0;;0,02;0,2;0,004;;;;;;;;;;;;;;;;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;0,03;;;0,03;;;;;;90,000;;;;;;;;;;;;;;;1;1;;1;;;;;2;1;1;;;;;;;;;;;;;;;;;;0;;0;;2;1;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;2;;;;;;;;;;;;;;;;
